Text,company,metric,scaled_metric,sentiment
I will now turn to the detailed nonGAAP financial results. As a reminder a reconciliation between GAAP and nonGAAP results is available in our earnings release. For the full year operating expenses were 204 million compared to 171 million from a year ago as we continue to invest in the business. For the quarter operating expenses were 56 million compared to 44 million in the prior period. This is a 28 increase primarily due to investments in our gotomarket strategy offset by COVIDrelated savings due to reduced travel and officerelated costs.,PD,0.9315814971923828,0.8631629128235059,Positive
Research and development expenses were 14 million compared to 12 million in the same period a year ago a 14 increase. This continues our investment in innovating on our platform building on our scalability reliability and security. We expect to accelerate the investment into fiscal year 2022 with specific focus on solutions for the enterprise our AI opts automation offerings and use case expansion.,PD,0.5,-5.960468030252741e-07,Negative
Sales and marketing expenses were 13 million or 51 of revenue for the quarter compared to 48 of revenue in the prior year. We have been successful redeploying the inperson event budgets to virtualled generating activities and events. We will align our investments with growth in fiscal 2022 particularly within our partner ecosystem and expect to see continued expense to revenue ratio improvement on an annual basis.,PD,0.9866803288459778,0.9733606418136607,Positive
General and administrative expenses were 12 million for the quarter or 21 of revenue in line with the prior year. We made significant investments in infrastructure and compliance over the last 2 years and we are achieving economies of scale. Our Q4 operating loss was 5 million compared to a loss of 4 million in the same quarter last year.,PD,0.0450177788734436,-0.9099655806813125,Negative
Our operating margin was negative 9 in line with Q4 of 2020. Q4 net loss came in at 6 million a net loss of 0.07 per share compared to a net loss of 3 million a net loss of 0.03 per share in the fourth quarter of last year. Our full year operating loss was 19 million and our operating loss margin was 9 an improvement of 8 points over last year.,PD,0.0010843873023986,-0.9978324161961177,Negative
While we managed our investments closely in light of the pandemic we also benefited from savings in fiscal 2021 as a result of moving from inperson events to virtual events not traveling and not incurring all costs associated with our offices. In fiscal 2022 we expect some increase in these types of expenses albeit not at preCOVID levels. In addition we will continue to invest in Rundeck integration and innovation and fiscal 2022 will reflect a full year of owning this business.,PD,0.5,-5.960468030252741e-07,Negative
Turning to the balance sheet we ended the quarter with 560 million in cash cash equivalents and investments. We improved both our operating cash flow and free cash flow for Q4 and the full year with 3 million in positive operating cash flow in the fourth quarter compared to 2 million in the same quarter a year ago.,PD,0.7908933758735657,0.5817865024724618,Positive
Free cash flow increased by over 100 to 2 million in the fourth quarter driven by positive operating cash flow and the deferral of investments in new and existing offices. For the full year our operating cash flow was 10 million and our free cash flow was 5 million. This was a major milestone for us generating positive operating cash flow while continuing to invest in innovation.,PD,0.9736361503601074,0.9472722692920383,Positive
That said we expect to dip in and out of positive operating cash flow during FY 22 and do not expect to be positive in the first quarter due to timing of certain cash payments. There are a number of cash payments that will occur this fiscal year that are either new or incremental namely a 4 million payment related to the acquisition of Rundeck and a full year of interest payments of 4 million associated with our convertible debt issued in June 2021.,PD,0.8796396851539612,0.7592792268271606,Positive
Beginning in Q1 we will exclude payroll taxes related to equity brands from nonGAAP EPS and recast prior periods to make them comparable on a nonGAAP basis. All other items have a cash flow impact only.,PD,0.5,-5.960468030252741e-07,Negative
While were optimistic about our early success exiting fiscal 2021 and the acceleration of secular tailwinds for PagerDuty it is still early in the recovery and our guidance is balanced to reflect this. Im confident in PagerDutys prospects for FY 2022 as we continue to expand our leading market share and grow revenue.,PD,0.9984214901924132,0.996842978503095,Positive
As a reminder historically our first quarter revenue is lower as a percentage of revenue for the full year. For the first quarter fiscal 2022 we expect revenue in the range of 61 million to 63 million which at the midpoint represents a 25 yearoveryear growth rate.,PD,0.5,-5.960468030252741e-07,Negative
NonGAAP net loss per share in the range of 0.09 to 0.10 with basic shares outstanding of approximately 83 million. This implies a nonGAAP operating loss margin in the range of 10 to 12. For the full fiscal year 2022 we expect revenue of 264 million to 270 million which at the midpoint represents a 25 growth rate. NonGAAP net loss per share of 0.36 to 0.43 with basic shares outstanding of approximately 84 million. This implies a nonGAAP operating loss margin of 10 to 12.,PD,0.0060777962207794,-0.9878455924067452,Negative
Before I turn to QA Id like to remind you of the tailwinds that drive our business digital acceleration cloud migration and DevOps transformation are imperatives critical to our customers success.,PD,0.887813925743103,0.7756277177499042,Positive
PagerDutys platform plays a unique role at the center of these shifts redefining workflow moving teams from an old way to a new way of doing things. We reduce complexity manage unplanned critical work improve productivity and ensure top line business outcomes.,PD,0.997986614704132,0.9959732270081203,Positive
This gives me confidence that we are well positioned to see sustained robust growth. We look forward to updating you on our longerterm road map at our upcoming Analyst Day on June 24 arranged around our Annual Summit event. We will be providing more information on details in the coming weeks.,PD,0.9998786449432372,0.9997572897418079,Positive
With that I will open up the call for QA.,PD,0.9168948531150818,0.8337896071610493,Positive
QuestionandAnswer Session,PD,0.5,-5.960468030252741e-07,Negative
Thank you. Operator Instructions Matt Hedberg from RBC Capital Markets has had his hand raised early on. Matt go ahead.,PD,0.9417595863342284,0.8835191032404321,Positive
Hey. Thank you guys and congrats on a great close to the year. The acceleration really across the board was really good to see. Jen theres a lot of things to unpack here but success outside of ITOps weve been talking about this for a long time.,PD,0.999980330467224,0.9999606609110001,Positive
You noted some of the adoption of customer service and security which is great to hear. Im wondering is the success youre seeing there is that largely expansion in your base or crosssell or in fact are you starting to land in some of these new use cases as an initial entrance into the PagerDuty family,PD,0.9992438554763794,0.9984877100513638,Positive
Thanks for the question Matt and thanks for being here. Its generally expansion within our base although with the acquisition of Rundeck we do see that as an opportunity to land customers through the automation use case as well.,PD,0.9992844462394714,0.9985688916259359,Positive
Thats great. And then Howard you mentioned that youre optimistic on fiscal 2022. You seem to have a lot of momentum coming out of 2021. Im curious how do you think about your pipeline here I mean it feels like theres building momentum. Youre effectively halfway through Q1. Can you just talk about sort of the  your sense of pipeline generation Are things accelerating there as well that really supports sort of the guide,PD,0.9999977350234984,0.9999954700442968,Positive
Yes. So Matt I think what weve seen particularly in the back half of this last year sales execution has improved significantly under the leadership of Dave Justice. And that includes far more proactive efforts around pipeline generation. Weve also seen how we were able to clearly seamlessly move away to new methods of generating pipeline as we move to more virtual events. So we feel very confident in the health of our pipeline and the mechanisms that we have in place to continue to manage that proactively.,PD,0.99907249212265,0.9981449831396239,Positive
Yes. And if I could add to that Matt I would say that Im confident we can get our growth into the 30s. I think we have the right strategy. We have the best product. And we have a very experienced team. So I like what were seeing in terms of trajectory. Were also seeing some early positive signs that the impact of the pandemic is receding. So were reasonably optimistic particularly given our historical strength in small business and verticals like travel hospitality and entertainment we see those segments reopening as tailwinds for the business.,PD,1.0,1.0,Positive
Yes I would also say that were seeing a lot of customers who have had to really shift their business like a large coffee retailer you might know of where mobile pickup and pay has become really important. Thats a pandemicdriven shift but its here to stay. And that kind of dependence on digital assets becomes another tailwind for us. So we like the velocity that we have going into the year and feeling good about our gotomarket leadership and with Sean coming on Board excited about product innovation as well.,PD,0.999975323677063,0.9999506473247095,Positive
Thanks a lot. Congrats guys.,PD,0.995254635810852,0.9905092659647858,Positive
Thank you.,PD,0.966345489025116,0.9326909379309045,Positive
Thank you Matt. And next wed move to William Blair lets see trying to locate that video. Bear with me just a sec. There we are. Bhavan Suri please go ahead.,PD,0.9980043172836304,0.9960086321882202,Positive
Thanks. Ill echo my congrats too. I guess I wanted to touch a little bit on following up on the previous question about pipeline. You obviously had  and I know Howard you said dont look at billings but you had a phenomenal billings quarter so we wont look at it. But was there some quarter that happened Did you see sort of a set of larger deals was  I know you mentioned the commercial business but just a little more color on what drove fairly material upside in that And then Ive got a question on DRR.,PD,0.9999969601631165,0.9999939203226091,Positive
Sure. So as I mentioned in my comments it certainly was a good quarter for billings. So I wasnt going to complain about 21 billings growth yearoveryear. But we do note that we did do a number of large multiyear deals within the quarter and we also had a few renewals that because of expansion activity were brought forward. That being said across the board all of our teams executed well. And so we saw a highvolume of transactions even a lot of smaller transactions and all of that contributed to a healthy billings number.,PD,0.999935269355774,0.9998705386343831,Positive
Got you. Got you. And then if we take the sort of reacceleration in the dollar retention and we think about pricing impacts and we think about concessions youve given and the loyalty youve talked about Jennifer and Howard about customers indiscernible come back are we starting to see that play out Was this because of the large deals that we saw in that dollar retention and the expansions come in Help us balance those two out Is it  are we getting passive Youve seen some early green shoots but was this because of billings and expansions that drove the net dollar retention rate improvement or a combination or if you could piece that out for us that would be really helpful I think.,PD,0.9966363310813904,0.9932726581529725,Positive
Sure. So  and Jen may have some comments on this too. I think the way that I would characterize it is our strength in enterprise is wellestablished. And we continue to see large customers within the enterprise expand with us. And so its now become quite predictable that well have about onethird of our customers enterprise customers expand with us each quarter. We saw some spend contracting in the early days of the pandemic. But certainly today were seeing that more of that preCOVID like demand is back right And so those customers are expanding with us. And thats contributing to the good netnet dollar retention rate. However across all of our segments were seeing positive movement. Its not exclusively in the enterprise. Enterprise is above 125 but were seeing healthy expansion happening in all of our segments today.,PD,0.9999955892562866,0.9999911785073152,Positive
Yeah. Id add to that that the success that were having with the digital operations platform is really driving user expansion within large customers within our base. And I think our customers have learned that that Clydesdale rule applies that with PagerDutys ROI as you add more users that ROI scales exponentially. Likewise users recognize that the more users on the platform the easier their job is.,PD,0.9980890154838562,0.99617802868964,Positive
So were starting to see that network effect at scale. And that makes a meaningful difference. I also  I just want to recognize our teams again because you look at midmarket setting a pretty significant record on the number of transactions their transaction growth over the quarter. I love it when I see that because thats the nature of our hybrid gotomarket model at work where youre doing high velocity transactions and at the same time still able to do large expansions in enterprise and Dave and his leadership team have done a great job there.,PD,0.999275803565979,0.9985516062686481,Positive
No no thank you. Absolutely. And congratulations to Dave and all of your teams. Really nice job. Thanks.,PD,0.999894917011261,0.9997898338972533,Positive
Thank you.,PD,0.966345489025116,0.9326909379309045,Positive
Thanks Bhavan.,PD,0.9717549085617064,0.94350978345262,Positive
Thank you. Next well go to a hand raise from  Rishi Jaluria excuse me DA Davidson. Let me go ahead and add you to the spotlight.,PD,0.9994840025901794,0.9989680045652416,Positive
Hey Rishi.,PD,0.8045236468315125,0.609047060636914,Positive
Hey Jennifer and Howard thank you so much for taking my questions. Great to see the reacceleration in the business. Jennifer I want to go to a comment you made in response to Matts question at the very beginning which is that youre confident that you can get your growth into the 30s not going to hold you to that as guidance. I think thats a great aspirational goal.,PD,0.9999988675117492,0.9999977350221483,Positive
Thank you.,PD,0.966345489025116,0.9326909379309045,Positive
But maybe if you could help us understand what is it that youre seeing thats giving you confidence in that as a reasonable target And maybe how should we be thinking about the drivers to achieve there is that just a bounce back and macro is that relying on more growth in these noncore use cases where youre talking about security and customer support and then maybe some that were not even talking about today that we might be talking about a year from now Maybe lets drill into that. And then I have a followup for Howard.,PD,0.9999993443489076,0.9999986886970336,Positive
Its definitely a combination of things. I think strengthen  when we went public actually we talked about multiple engines for growth. And I think we really delivered on that mindset our new product if you look at digital  ARR from digital operations management like thats doubled from that plan our regional growth is up 40. So were starting to see the new our new investments in EMEA and APJ come online user growths up 40.,PD,0.9950829744338988,0.9901659430062428,Positive
And then were really starting to see traction in some of the most I think sensible adjacent use cases like security and customer service but were also seeing user expansion drive new used cases that we dont even track. So those growth engines are working the way we intended them to. Were executing better from a gotomarket perspective. And I do think the macro is improving and its improving in a way thats favorable to us because remember we dont have a bunch of pullforward revenue from COVID rather what were seeing is as customers get into either recovery mode as they have gotten about managing remote work and they have made that transition to digital they are making more strategic investments. Our sales teams have given us feedback that they are just seeing many more transformative deals as opposed to tactical deals.,PD,0.9944424629211426,0.9888849192171807,Positive
Secondly as some of the rest of the market recovers we expect to see them start to invest like they did potentially preCOVID or even more than they were investing during COVID because they are now more reliant on the digital environment.,PD,0.9668920040130616,0.9337839685582929,Positive
And so I think reopening  and even hybrid work is a bit of a tailwind for us because when  right now when everybody is working at home it works really well. You know where everybody is. As soon as half the company is in offices and half the companys remote somewhere you cant find them that those teams feel even more distributed and PageDuty was built for that.,PD,0.0011677145957946,-0.9976657615099918,Negative
